,order_id,price,trade_id,timestamp,side,msg_orginal_type
0,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
1,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
2,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
3,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
4,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
5,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
6,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
7,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
8,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
9,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
10,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
11,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
12,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
13,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
14,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
15,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
16,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
17,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
18,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
19,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
20,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
21,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
22,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
23,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
24,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
25,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
26,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
27,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
28,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
29,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
30,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
31,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
32,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
33,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
34,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
35,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
36,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
37,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
38,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
39,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
40,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
41,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
42,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
43,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
44,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
45,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
46,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
47,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
48,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
49,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
50,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
51,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
52,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
53,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
54,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
55,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
56,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
57,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
58,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
59,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
60,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
61,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
62,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
63,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
64,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
65,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
66,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
67,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
68,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
69,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
70,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
71,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
72,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
73,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
74,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
75,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
76,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
77,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
78,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
79,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
80,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
81,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
82,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
83,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
84,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
85,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
86,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
87,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
88,,48194.5,cafadfee-6d59-517f-a738-4f03a95163f3,1640222762001,Sell,trade
89,,48194.5,122b9ecd-771e-5253-974c-854b16817ee5,1640222762001,Sell,trade
90,,48194.5,d57f3bd2-1d3e-5de0-847c-7f9fb1ae41fd,1640222762001,Sell,trade
91,,48194.5,e621d6f6-d36c-542e-8049-c0ab9b5c4ff1,1640222762010,Sell,trade
